游戏名称,批评空间链接,图片链接,会社,游戏官网,中央值,平均值,标准偏差,评论数
キャッスルファンタジア ～聖魔大戦～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=210#ad,https://pics.dmm.co.jp/digital/pcgame/debo_0022/debo_0022ps.jpg,Studio e.go!,None,70,70.80,14,166
ゾンビのあふれた世界で俺だけが襲われない Vol.0,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26671#ad,https://pics.dmm.co.jp/digital/game/d_128501/d_128501pl.jpg,SEACOXX,http://www.spermation.net/seacoxx/zombie2/,70,70.16,9,165
恋する夏のラストリゾート,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19367#ad,https://pics.dmm.co.jp/digital/pcgame/will_0190/will_0190ps.jpg,PULLTOP LATTE,http://pulltop-latte.jp/PL02/,70,68.46,11,165
BLUE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2158#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0147/hobc_0147ps.jpg,キャラメルBOX,http://www.caramel-box.com/products/blue/index.html,70,69.71,12,165
FairChild,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8947#ad,https://pics.dmm.co.jp/digital/pcgame/views_0340/views_0340ps.jpg,ALcot,http://www.alcot.biz/product/fairchild/contents.html,70,69.90,12,165
ハナヒメ＊アブソリュート!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20866#ad,https://pics.dmm.co.jp/mono/game/2048apc11297/2048apc11297ps.jpg,mirai,http://www.mirai-soft.net/hanahime/,70,65.96,16,165
媚肉の香り 番外編「律子の溜息・由紀の香り」,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11159#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0033/elf_0033ps.jpg,elf,http://dlsoft.dmm.co.jp/elf/biniku/index/egsa-001,70,70.23,11,164
叶とメグリとのその後がイチャらぶすぎてヤバい。,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20699#ad,https://pics.dmm.co.jp/digital/pcgame/cuffs_0004/cuffs_0004ps.jpg,Hulotte,http://hulotte.jp/product/ichayaba/,70,68.16,10,163
魔法戦士スイートナイツ ～ヒロイン凌辱指令～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2055#ad,https://pics.dmm.co.jp/digital/pcgame/root_0001/root_0001ps.jpg,Triangle,https://www.route2.co.jp/Triangle/Products/archives/archive_01.html,70,69.26,12,163
EXILE BLOOD ROYAL II,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=90#ad,https://pics.dmm.co.jp/digital/pcgame/cherry_0007/cherry_0007ps.jpg,ちぇりーそふと,None,70,67.50,16,163
らぶデス2 ～Realtime Lovers～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8404#ad,https://pics.dmm.co.jp/mono/game/1225teag010/1225teag010ps.jpg,TEATIME,None,70,66.98,18,163
如月真綾の誘惑,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=26164#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0098/akbs_0098ps.jpg,hibiki works(暁WORKS響SIDE),https://www.hibiki-site.com/products/oneyuu/,70,71.04,13,162
鋼炎のソレイユ -CHAOS REGION-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10338#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0238/hobc_0238ps.jpg,SkyFish,http://www.sky-fish.jp/soleil-region/region-index.html,70,69.90,10,161
天空のシンフォニア,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=4191#ad,https://pics.dmm.co.jp/digital/pcgame/fanc_0031/fanc_0031ps.jpg,カクテル・ソフト,https://fandc.co.jp/sinfonia/,70,66.93,11,161
もしもこんなショッピングモールがあったら!?いきます☆,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11866#ad,https://pics.dmm.co.jp/mono/game/887sqe5008/887sqe5008ps.jpg,SQUEEZ,http://www.teck.co.jp/squeez/soft/if/index.html,70,68.08,13,160
魔法戦士プリンセスティア,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2765#ad,https://pics.dmm.co.jp/digital/pcgame/root_0002/root_0002ps.jpg,Triangle,https://www.route2.co.jp/Triangle/Products/archives/archive_02.html,70,71.59,11,159
時を紡ぐ約束,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22405#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0072/akbs_0072ps.jpg,あっぷりけ,None,70,69.06,11,159
とらいあんぐるハート ラブラブおもちゃ箱,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=493#ad,https://www.suruga-ya.jp/pics/boxart_m/145003255m.jpg,JANIS,http://www.sp-janis.com/janis/triangleheart-toybox/,70,67.01,12,159
Rainy Blue ～6月の雨～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=868#ad,https://pics.dmm.co.jp/digital/pcgame/societa_0005/societa_0005ps.jpg,R.A.N Software,None,70,67.33,14,159
id[イド] -Rebirth Session-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13108#ad,https://pics.dmm.co.jp/digital/pcgame/nuko_0001/nuko_0001ps.jpg,root nuko,http://rootnuko.jp/products/id/idtop.html,70,68.82,14,159
妹でいこう!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2490#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0070/hobe_0070ps.jpg,Overflow,https://www.0verflow.com/products.html,70,65.79,16,159
HimeのちHoney,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10863#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0707/ggs_0707ps.jpg,ASa Project,https://www.asa-pro.com/top/hime/,70,68.66,10,158
ずっと前から女子でした,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25497#ad,https://pics.dmm.co.jp/digital/pcgame/feng_0006/feng_0006ps.jpg,feng,http://www.feng.jp/zutto/,70,67.84,12,158
海道,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3434#ad,https://pics.dmm.co.jp/digital/pcgame/cdb_0151/cdb_0151ps.jpg,D.O.(ディーオー),None,70,68.22,13,158
マブラヴ オルタネイティヴ アナザーストーリー「継承」,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7857#ad,https://www.suruga-ya.jp/pics/boxart_m/145067530m.jpg,âge(age),http://5pb.jp/games/muvluv/fm/flowers/story/#section04,70,72.29,12,157
Sultan ～The Lovesong is Forever～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2156#ad,https://pics.dmm.co.jp/digital/pcgame/views_0347/views_0347ps.jpg,light,http://www.light.gr.jp/light/products/page03.html,70,68.00,14,157
百鬼 ～淫黙された廃墟～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1956#ad,https://pics.dmm.co.jp/digital/pcgame/dmmgames_0023/dmmgames_0023ps.jpg,elf,None,70,67.30,15,157
ご主人様だ～いすき,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10204#ad,https://pics.dmm.co.jp/digital/pcgame/next_0035/next_0035ps.jpg,SCORE,http://score.nexton-net.jp/gosyudai/index.htm,70,69.69,11,156
タユタマ2 -you’re the only one-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21942#ad,https://pics.dmm.co.jp/digital/pcgame/rosl_0018/rosl_0018ps.jpg,Lump of Sugar,https://www.lumpofsugar.co.jp/product/tayutama2/,70,69.40,11,156
エルフオールスターズ脱衣雀3,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6611#ad,https://pics.dmm.co.jp/digital/pcgame/elf_0040/elf_0040ps.jpg,elf,http://dlsoft.dmm.co.jp/elf/elfall3/index/egsa-001,70,67.11,13,155
残暑お見舞い申し上げます。 ～君と過ごしたあの日と今と～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10292#ad,https://pics.dmm.co.jp/digital/pcgame/xero_0008/xero_0008ps.jpg,めろめろキュート,http://meroq.net/zansho/top.html,70,68.62,14,154
20世紀アリス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=523#ad,https://www.suruga-ya.jp/pics/boxart_m/145004222m.jpg,ALICESOFT,None,70,68.28,13,153
同窓会 ～Yesterday Once More～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=472#ad,https://pics.dmm.co.jp/digital/pcgame/fanc_0004/fanc_0004ps.jpg,フェアリーテール,https://fandc.co.jp/catalog/pc/659,70,66.01,15,153
ツクモノツキ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16016#ad,https://pics.dmm.co.jp/digital/pcgame/sai_0017/sai_0017ps.jpg,Sugar pot,http://www.sugarpot-hp.com/soft/tukumonotuki/t00_1.html,70,66.52,15,153
鬼門妖異譚,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=208#ad,https://pics.dmm.co.jp/digital/pcgame/cherry_0004/cherry_0004ps.jpg,ちぇりーそふと,None,70,67.39,16,153
恋愛、借りちゃいました 椿&ちなつ&こなつ ミニアフターストーリー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=28529#ad,https://pics.dmm.co.jp/digital/pcgame/has_0069/has_0069ps.jpg,ASa Project,https://www.asa-pro.com/koikari/fd/,70,68.72,10,152
夢幻泡影,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1245#ad,https://pics.dmm.co.jp/mono/game/505ali0013/505ali0013ps.jpg,ALICESOFT,None,70,69.48,12,152
White ～blanche comme la lune～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=14595#ad,https://pics.dmm.co.jp/mono/game/746tpb5009/746tpb5009ps.jpg,ねこねこソフト,None,70,67.68,14,152
ウィザーズコンプレックス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22662#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0493/hobc_0493ps.jpg,ういんどみるOasis,https://windmill.suki.jp/product/wiz/,70,67.55,15,152
ヴァルプルギス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13644#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0080/russ_0080ps.jpg,KAI,http://kai-soft.jp/WPG-WEB/walpurgis.html,70,71.69,11,151
ちゅぱしてあげる ～スポーツクラブのおねえさん～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12741#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0086/kaguya_0086ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HP/tyupa/index.html,70,70.30,12,151
North Wind,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3954#ad,https://pics.dmm.co.jp/digital/pcgame/fanc_0024/fanc_0024ps.jpg,DreamSoft(F&C FC03),https://fandc.co.jp/catalog/pc/701,70,68.19,14,151
コトバの消えた日 ～心まで裸にする純愛調教～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=19793#ad,https://pics.dmm.co.jp/digital/pcgame/views_0341/views_0341ps.jpg,ぷちけろ(プチケロQ),https://www.keroq.co.jp/petitkero/kotokie/index.html,70,69.55,11,150
屍姫と羊と嗤う月,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2947#ad,https://pics.dmm.co.jp/digital/pcgame/next_0001/next_0001ps.jpg,BaseSon,http://baseson.nexton-net.jp/siki/index.htm,70,68.85,13,150
キミキス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6386#ad,https://www.suruga-ya.jp/pics/boxart_m/144003147m.jpg,エンターブレイン,https://www.enterbrain.co.jp/game_site/kimikiss/,70,68.69,14,150
鍵を隠したカゴのトリ -Bird in cage hiding the key-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27898#ad,https://pics.dmm.co.jp/digital/pcgame/fanzagames_0001/fanzagames_0001ps.jpg,Cabbit,http://www.cabbit.jp/torikago/index.html,70,68.90,11,149
ぎりギリLOVE,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2491#ad,https://www.suruga-ya.jp/pics/boxart_m/145008400m.jpg,林組,None,70,67.77,13,149
はっぴ～ぶり～でぃんぐ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2024#ad,https://www.suruga-ya.jp/pics/boxart_m/145006407m.jpg,Purple software,http://www.purplesoftware.jp/products/happy/index.html,70,67.93,14,149
ド田舎ちゃんねる5 ～こちら鈴音学園放送部～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12738#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0120/vsat_0120ps.jpg,はむはむソフト,https://doinaka-ch5.com/,70,65.98,16,149
愛佳でいくの!! ～Leaf Amusement Soft Vol.5～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13091#ad,https://pics.dmm.co.jp/mono/game/863rif5011/863rif5011ps.jpg,Leaf,https://leaf.aquaplus.jp/product/manaka/,70,70.49,10,148
対魔忍ムラサキ ～くノ一傀儡奴隷に堕つ～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11628#ad,https://pics.dmm.co.jp/digital/pcgame/inf_0072/inf_0072ps.jpg,Black Lilith,None,70,69.67,10,147
姦染2 ～淫罪都市～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9060#ad,https://pics.dmm.co.jp/digital/pcgame/spacep_0029/spacep_0029ps.jpg,SPEED,http://www.sp-janis.com/speed/infection2/,70,68.73,11,147
妹調教日記 ～こんなツンデレが俺の妹なわけない!～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15925#ad,https://pics.dmm.co.jp/digital/game/d_041876/d_041876pl.jpg,NANACAN,None,70,68.23,15,147
夏色の砂時計 for windows,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2518#ad,https://www.suruga-ya.jp/pics/boxart_m/145008466m.jpg,Berries,None,70,70.47,11,146
チュートリアルサマー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6578#ad,https://www.suruga-ya.jp/pics/boxart_m/145013620m.jpg,すたじおみりす ペレット,http://www.axl-soft.jp/products/00/index.html,70,68.74,12,145
ちょこっと☆ばんぱいあ!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=7838#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0137/hobc_0137ps.jpg,Meteor,http://www.a-cute.jp/OfficialDownloadStore/meteor/?pg=2&icd=4051,70,67.10,12,145
夏神楽,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2819#ad,https://img.dlsite.jp/modpub/images2/work/professional/VJ010000/VJ009713_img_main.jpg,Studio e.go!,https://www.studio-ego.jp/game/miko/miko.html,70,67.34,13,145
お嬢様をいいなりにするゲーム,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9919#ad,https://pics.dmm.co.jp/digital/pcgame/alice_0037/alice_0037ps.jpg,ALICESOFT,https://www.alicesoft.com/iinari/,70,65.88,13,145
フォーチュンクッキー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3350#ad,https://www.suruga-ya.jp/pics/boxart_m/145010363m.jpg,smart,None,70,70.05,11,144
よめがみ My Sweet Goddess!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23978#ad,https://pics.dmm.co.jp/digital/pcgame/views_0517/views_0517ps.jpg,ALcot,http://www.alcot.biz/product/yomegami/,70,68.56,12,144
猫忍えくすはーと2 LOVE+PLUS,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27527#ad,https://pics.dmm.co.jp/digital/pcgame/inferno_0017/inferno_0017ps.jpg,Whirlpool,https://whirlpool.co.jp/nekonin2-loveplus/,70,70.19,9,143
悪魔娘の看板料理,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21202#ad,https://pics.dmm.co.jp/digital/pcgame/ahsarch_0003/ahsarch_0003ps.jpg,ソフトハウスキャラ,None,70,69.52,10,143
ウィズ アニバーサリィー FUNTA! feat.RURU,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8039#ad,https://pics.dmm.co.jp/digital/pcgame/views_0547/views_0547ps.jpg,CROSS NET,http://www.favo-soft.jp/soft/product/wiz_funta/index.html,70,68.29,12,143
彼女は高天に祈らない -quantum girlfriend-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15325#ad,https://pics.dmm.co.jp/digital/pcgame/views_0311/views_0311ps.jpg,Escu:de,https://www.escude.co.jp/product/kanosora/,70,69.20,12,143
for elise ～エリーゼのために～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=2414#ad,https://img.dlsite.jp/modpub/images2/work/professional/VJ014000/VJ013956_img_main.jpg,CRAFTWORK,None,70,67.84,13,142
あやかさんとしゅうげんくん＆テンプテーション・オブ・フレグランス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8197#ad,None,propeller,http://www.propeller-game.com/product/ayakasi/ayakashiban.html,70,69.57,13,142
すぽコン! ～SPORTS WEAR-COMPLEX～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16661#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0042/kaguya_0042ps.jpg,アストロノーツ・アリア,http://www.astronauts.co.jp/alya/spocon/,70,70.15,12,141
水蓮と紫苑,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29728#ad,https://pics.dmm.co.jp/digital/pcgame/akbs_0125/akbs_0125ps.jpg,hibiki works(暁WORKS響SIDE),https://www.hibiki-site.com/products/suirentoshion/,70,70.13,10,140
白銀のソレイユ -Successor of Wyrd《運命の継承者》-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8722#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0208/hobc_0208ps.jpg,SkyFish,http://www.sky-fish.jp/soleil-sow/soleil-sow-index.html,70,69.13,12,140
アオリオ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=16879#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0355/hobc_0355ps.jpg,ad:lib,http://www.adlib-software.com/aorio/,70,66.51,15,140
Infantaria,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=72#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_1050/ggs_1050ps.jpg,CIRCUS,https://circus-co.jp/product/infantaria/i_top.html,70,70.56,12,139
恋文ロマンチカ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11913#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0307/hobe_0307ps.jpg,Chuablesoft,https://www.chuable.net/kr/,70,68.76,13,139
ぐらタン,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13383#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0902/ggs_0902ps.jpg,コットンソフト,None,70,68.39,13,139
捻くれモノの学園青春物語 ～俺と彼女の裏表～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=27095#ad,https://pics.dmm.co.jp/digital/pcgame/libido_0003/libido_0003ps.jpg,りびどーそふと,http://libido-soft.net/2nd/,70,67.26,14,139
ふぃぎゅ@謝肉祭,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8768#ad,https://pics.dmm.co.jp/digital/pcgame/views_0274/views_0274ps.jpg,Escu:de,https://www.escude.co.jp/product/figu_c/,70,68.86,11,138
Liber_7 永劫の終わりを待つ君へ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22526#ad,https://pics.dmm.co.jp/mono/game/835apc11335/835apc11335ps.jpg,Lass,None,70,70.13,11,138
みんな大好き子づくりばんちょう,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=8796#ad,https://pics.dmm.co.jp/mono/game/1149andv002/1149andv002ps.jpg,アナスタシア,https://www.eukleia.co.jp/eushully/an002.html,70,68.68,12,138
D.C.After Seasons ～ダ・カーポ～ アフターシーズンズ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=10905#ad,https://pics.dmm.co.jp/digital/pcgame/dacapo_0017/dacapo_0017ps.jpg,CIRCUS,https://circus-co.jp/product/dcas/index.html,70,65.90,14,138
Wing&Wind,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=1127#ad,https://pics.dmm.co.jp/mono/game/661clr0002/661clr0002ps.jpg,Clear,http://www.russel.co.jp/hp/adult/wing/wingtop.html,70,66.15,14,137
神楽道中記,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12486#ad,https://pics.dmm.co.jp/digital/pcgame/hobe_0190/hobe_0190ps.jpg,でぼの巣製作所,https://www.debonosu.jp/debonosu/game/kagura/index.html,70,70.77,14,137
恋する気持ちのかさねかた ～かさねた想いをずっと～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=23427#ad,https://pics.dmm.co.jp/digital/pcgame/will_0173/will_0173ps.jpg,ensemble,http://www.ensemble-game.com/14.kk_zutto/,70,68.64,9,136
禁断の病棟 特殊精神科医 遊佐惣介の診察記録,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=15406#ad,https://pics.dmm.co.jp/digital/pcgame/kaguya_0089/kaguya_0089ps.jpg,アトリエかぐや,http://www.a-kaguya.com/products_HB/kindan/main.html,70,68.39,10,136
くるくるファナティック,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11167#ad,https://pics.dmm.co.jp/digital/pcgame/russ_0087/russ_0087ps.jpg,Chien,http://www.chien.jp/kurukuru/top.html,70,67.05,14,136
パコマネ わたし、今日から名門野球部の性処理係になります…,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=25048#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0217/vsat_0217ps.jpg,Frill,http://frill.product.co.jp/frill13/,70,70.39,10,135
ツヴァイトリガー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=32628#ad,https://pics.dmm.co.jp/digital/pcgame/orth_0001/orth_0001ps.jpg,Orthros,https://orthrossoft.jp/,70,70.62,10,134
痴漢専用車両 ～屈辱の痴漢電車～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9303#ad,https://pics.dmm.co.jp/digital/pcgame/vsat_0174/vsat_0174ps.jpg,Frill,http://frill.product.co.jp/frill01/index.html,70,71.82,11,134
この恋、青春により。,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22444#ad,https://pics.dmm.co.jp/digital/pcgame/mdetk_0005/mdetk_0005ps.jpg,MORE,None,70,66.48,14,134
ほしうた ～Starlight Serenade～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13079#ad,//gyutto.com/data/item_img/308/30817/30817_p_m.jpg,FrontWing,http://frontwing.jp/product/hoshiutass/index.html,70,70.09,10,133
リプキス,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=22497#ad,https://pics.dmm.co.jp/mono/game/587apc11273/587apc11273ps.jpg,戯画,None,70,67.14,13,133
想いを捧げる乙女のメロディー,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=24441#ad,https://pics.dmm.co.jp/digital/pcgame/will_0176/will_0176ps.jpg,ensemble,http://www.ensemble-game.com/16.otomelo/,70,68.73,13,132
PERSIOM ～約束の集う場所～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=676#ad,https://pics.dmm.co.jp/mono/game/505ali0052/505ali0052ps.jpg,ALICESOFT,None,70,67.15,14,132
椿とワンルーム -絆きらめく恋いろはSS-,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=29608#ad,https://pics.dmm.co.jp/digital/pcgame/spal_0150/spal_0150ps.jpg,CRYSTALiA,http://crystalia.amusecraft.com/oneroom/,70,70.53,10,131
PIZZICATO POLKA ～彗星幻夜～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3169#ad,https://pics.dmm.co.jp/mono/game/546pjs0020/546pjs0020ps.jpg,ぱじゃまソフト,http://www.pajamas.ne.jp/pizza/,70,70.33,11,131
春風センセーション!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=20369#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0462/hobc_0462ps.jpg,ういんどみるOasis,https://windmill.suki.jp/product/harukaze/,70,67.54,11,131
陰湿オタクにイカれる妹(彼女) ～大事なあの子が寝取られて～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=13043#ad,https://pics.dmm.co.jp/digital/pcgame/pinp_0028/pinp_0028ps.jpg,pin-point,http://www.pin-point.biz/08_insitu/index.html,70,70.49,14,131
メリ☆クリ ～10年ぶりのホワイトクリスマス～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=11907#ad,https://pics.dmm.co.jp/digital/pcgame/inferno_0005/inferno_0005ps.jpg,Whirlpool,https://whirlpool.co.jp/merichri/,70,68.18,11,130
対魔忍アサギ,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6653#ad,https://pics.dmm.co.jp/digital/pcgame/inf_0152/inf_0152ps.jpg,Black Lilith,None,70,66.03,13,130
乙女が奏でる恋のアリア ～君に捧げるアンコール～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=21754#ad,https://pics.dmm.co.jp/digital/pcgame/will_0142/will_0142ps.jpg,ensemble,http://www.ensemble-game.com/12.ok_encore/,70,69.30,10,129
Chu×Chuぱらだいす ～Encore Live～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=9956#ad,https://pics.dmm.co.jp/digital/pcgame/spal_0040/spal_0040ps.jpg,UNiSONSHIFT Accent.,http://unisonshift.amusecraft.com/products/project17/project17.htm,70,68.66,11,128
あねいも ～アイとHのステップアップ～,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=3920#ad,https://pics.dmm.co.jp/mono/game/898ppj0004/898ppj0004ps.jpg,ぷちぱじゃま,http://www.pajamas.ne.jp/aneimo/index.htm,70,69.47,12,128
ぼーん・ふりーくす!,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=6230#ad,https://pics.dmm.co.jp/digital/pcgame/ggs_0253/ggs_0253ps.jpg,Liar-soft(ビジネスパートナー),https://www.liar.co.jp/bf.html,70,68.96,12,128
黄昏に煌く銀の繰眼,https://erogamescape.dyndns.org/~ap2/ero/toukei_kaiseki/game.php?game=12730#ad,https://pics.dmm.co.jp/digital/pcgame/hobc_0318/hobc_0318ps.jpg,CLOCKUP,http://clockup.entacom.net/product/kugan/index.html,70,69.49,12,128
